-----------------------
Table for shared access
-----------------------
threads,APPonly,OSonly,CrossP[+predict+opt],CrossP[+fetchall+opt]
1669,1667,1686,5928
1682,1361,1556,2415
1620,1373,882,2349
893,1636,788,2403
